Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
19-25,Kad?n,?zmir,Bekar,Lisans,1,"Sa?l?k, ?laç ve ya?am bilimleri",Tam Zamanl?,1,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,Ayda birkaç kere,,,Ayda birkaç kere,Kredi Kart?;Kap?da Ödeme,Bazen,Bazen,Bazen,S?k S?k,Arada Bir,Arada Bir,Arada Bir,Bazen,Arada Bir,Bazen,Bazen,S?k S?k,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Ürünün ba?ka markalarda/ma?azalarda olup olmad???na bakt?m.
36-45,Erkek,?stanbul,Evli,Lisans,1,Teknoloji,Tam Zamanl?,13,3,2 y?ldan fazla,4,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Çevrimici E?itim;Seyahat(Ula??m / Konaklama)",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Her gun,,Ayda birkaç kere,,,,Y?lda birkaç kere,,,,,,,,,,,,,,Kredi Kart?;Kap?da Ödeme,Arada Bir,Arada Bir,Bazen,Her Zaman,Bazen,Bazen,S?k S?k,S?k S?k,S?k S?k,S?k S?k,S?k S?k,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,
26-35,Kad?n,?stanbul,Evli,Lisans,1,Teknoloji,Tam Zamanl?,10,3,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Evcil Hayvan Ürünleri;Ev E?yalar?,1 Saatten az,,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,Haftada birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,Kredi Kart?,Bazen,Arada Bir,S?k S?k,Bazen,Bazen,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,S?k S?k,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,Hiç yapmad?m. Market al??veri?iydi
19-25,Kad?n,?stanbul,Bekar,Doktora,1,"Sa?l?k, ?laç ve ya?am bilimleri",Tam Zamanl?,4,3,6-12 Ay,2,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama),1 Saatten az,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Bazen,Arada Bir,Bazen,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim,Hay?r,Evet,
19-25,Kad?n,Eski?ehir,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Seyahat(Ula??m / Konaklama),1 Saatten az,,,,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Hiçbir Zaman,Arada Bir,Bazen,Arada Bir,Arada Bir,Her Zaman,Arada Bir,Hiçbir Zaman,Ürün kataloglar?,Evet,Hay?r,
19-25,Kad?n,Eski?ehir,Bekar,Lisans,1,E?itim,Yar? Zamanl?,6,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar;Tablet,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Giyim / Ayakkab?;Ev E?yalar?,1 Saatten az,Haftada birkaç kere,Her gun,Ayda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,Haftada birkaç kere,,,,,,,Y?lda birkaç kere,,Haftada birkaç kere,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,S?k S?k,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,Arada Bir,S?k S?k,S?k S?k,Bazen,Hiçbir Zaman,Ürün kataloglar?;Geçmi? Tecrübelerim,Hay?r,Hay?r,Daha önce o ürünle alakal? al??veri? yapanlardan bilgi ald?m 
26-35,Erkek,?stanbul,Bekar,Yüksek Lisans,1,Teknoloji,Tam Zamanl?,5,5,6 Aydan Az,1,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Finansal Hizmetler / Sigorta Al?m?",1-3 Saat,Haftada birkaç kere,,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Her gun,,,,,,,,,,,,,,,Haftada birkaç kere,,,,,Kredi Kart?;EFT / Havale;Kap?da Ödeme,Hiçbir Zaman,Bazen,Bazen,Her Zaman,Her Zaman,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Her Zaman,Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,Fiyat ara?t?rmas?
19-25,Erkek,Kayseri,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Giyim / Ayakkab?,1-3 Saat,,Y?lda birkaç kere,,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Arada Bir,S?k S?k,Bazen,S?k S?k,Bazen,Arada Bir,Hiçbir Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,4,6 Aydan Az,1,Ayda birkaç kere,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,Ayda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,,Ayda birkaç kere,,,,,,,,Ayda birkaç kere,,Ayda birkaç kere,,,Haftada birkaç kere,Haftada birkaç kere,,,,Kredi Kart?,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Her Zaman,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Evet,Evet,Fiyat ara?t?rmas? 
26-35,Erkek,?stanbul,Evli,Lisans,1,Teknoloji,Tam Zamanl?,10,3,6-12 Ay,2,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Kitap;Anne / Bebek / Oyuncak;Ev E?yalar?,1 Saatten az,,,,,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,,Kredi Kart?;Kap?da Ödeme;BKM,Hiçbir Zaman,Arada Bir,S?k S?k,Bazen,Arada Bir,Bazen,Bazen,Bazen,Bazen,S?k S?k,S?k S?k,Arada Bir,Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri,Evet,Hay?r,Öncelikle ihtiyac?m? tespit ettim.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,4,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Çevrimici E?itim;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri;Mücevher/Aksesuar,1 Saatten az,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Kredi Kart?;Kap?da Ödeme,S?k S?k,S?k S?k,Her Zaman,S?k S?k,Her Zaman,Her Zaman,Arada Bir,Arada Bir,Arada Bir,S?k S?k,Her Zaman,S?k S?k,Reklamlar;Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri,Evet,Hay?r,yapmad?m
19-25,Kad?n,Ankara,Bekar,Lisans,1,Hizmet Sektörü,Yar? Zamanl?,2,2,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?",3-5 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Her gun,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Kap?da Ödeme,Arada Bir,Bazen,S?k S?k,Her Zaman,Her Zaman,Bazen,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Bazen,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün üzerindeki bilgi etiketleri,Evet,Evet,Kars?last?rma
19-25,Erkek,Kayseri,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Her Zaman,S?k S?k,Her Zaman,Her Zaman,S?k S?k,Bazen,Bazen,Bazen,Bazen,Bazen,Bazen,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Yüksek Lisans,1,Hukuk,Staj,1,1,6-12 Ay,2,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,,,,,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Bazen,Bazen,S?k S?k,Arada Bir,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,S?k S?k,Bazen,"Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Geçmi? Tecrübelerim",Hay?r,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Teknoloji,Tam Zamanl?,1,3,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Çiçek / Çikolata;Mücevher/Aksesuar",1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,,,,Haftada birkaç kere,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,Kredi Kart?,Hiçbir Zaman,Bazen,Bazen,Her Zaman,Her Zaman,Arada Bir,Bazen,Bazen,Bazen,S?k S?k,Bazen,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Kullan?c? yorumlar?n? okudum 
19-25,Kad?n,?zmir,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,1 Saatten az,Y?lda birkaç kere,Ayda birkaç kere,,,,Ayda birkaç kere,,,,,,,,Y?lda birkaç kere,,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Arada Bir,Her Zaman,S?k S?k,Bazen,Bazen,Arada Bir,S?k S?k,Arada Bir,S?k S?k,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim,Evet,Evet,
19-25,Erkek,Kahramanmara?,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Dijital Müzik / Dijital Film / Dijital Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?,1-3 Saat,Haftada birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Banka Kart?;Kredi Kart?,Arada Bir,S?k S?k,Her Zaman,Her Zaman,S?k S?k,Bazen,S?k S?k,S?k S?k,S?k S?k,Bazen,Hiçbir Zaman,Her Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Detyl?
19-25,Kad?n,?stanbul,Bekar,Lisans,1,Finansal hizmetler,Yar? Zamanl?,0.5,3,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Ayda birkaç kere,,,,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme;BKM,Arada Bir,S?k S?k,S?k S?k,S?k S?k,Bazen,Bazen,Bazen,Bazen,Bazen,Arada Bir,Arada Bir,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
26-35,Erkek,?stanbul,Bekar,Lise,1,Ula??m ,Tam Zamanl?,4,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Ev E?yalar?;Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,Ayda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Bazen,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,S?k S?k,Bazen,Bazen,S?k S?k,Her Zaman,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,Google den daha önce al?n?p kullanan var m? diye aray?p ç?kan sonuçlara bakt?m
19-25,Kad?n,Burdur,Bekar,Lise,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Kitap;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama),1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,,,,,,Y?lda birkaç kere,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,S?k S?k,S?k S?k,Bazen,Hiçbir Zaman,Bazen,Bazen,Bazen,Arada Bir,Arada Bir,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Fiyat kar??la?t?rmas?
19-25,Kad?n,Kayseri,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Çevrimici E?itim;Seyahat(Ula??m / Konaklama),1 Saatten az,,Ayda birkaç kere,,,Y?lda birkaç kere,,,,,,,Ayda birkaç kere,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,S?k S?k,Bazen,Bazen,Bazen,Arada Bir,Bazen,S?k S?k,Hiçbir Zaman,S?k S?k,Bazen,Bazen,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Markan?n ürünlerinin farkl? sitelerdeki yorumlar?na ve fiyatlar?na bakarak al??veri? için ara?t?rma yapt?m.
26-35,Erkek,Kahramanmara?,Evli,Lisans,1,Bankac?l?k ve sermaye piyasalar?,Tam Zamanl?,6,3,6 Aydan Az,1,Her gun,Masaüstü Bilgisayar,Daha h?zl? al??veri? yapmak,Kitap,1-3 Saat,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Haftada birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,Haftada birkaç kere,Haftada birkaç kere,,,,,,,,,,,Banka Kart?,Hiçbir Zaman,Bazen,Arada Bir,Arada Bir,Arada Bir,Bazen,Bazen,S?k S?k,Bazen,Arada Bir,Bazen,S?k S?k,Reklamlar,Evet,Evet,
19-25,Kad?n,Çorum,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,3-5 Saat,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,Y?lda birkaç kere,,,,,,,,,,Kredi Kart?;Kap?da Ödeme,Bazen,S?k S?k,S?k S?k,S?k S?k,S?k S?k,Bazen,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Evet,
